Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
40,Travel_Rarely,1345,Research & Development,25,3,Medical,4,Female,55,4,4,Research Director,3,Single,7919,6297,2,Yes,11,3,3,1,3,2,3,3,0,0,1,No
42,Travel_Rarely,689,Human Resources,2,2,Medical,3,Male,90,3,1,Manager,3,Divorced,3427,17943,6,No,12,3,4,3,3,2,2,3,3,0,6,No
38,Travel_Frequently,704,Research & Development,1,3,Life Sciences,1,Male,80,2,3,Manufacturing Director,4,Married,10379,21123,2,No,21,4,3,1,0,2,3,0,0,2,3,No
41,Travel_Rarely,1241,Sales,14,2,Life Sciences,4,Female,98,4,3,Sales Executive,1,Single,8010,21574,1,No,11,3,4,0,0,1,3,0,0,1,3,No
42,Travel_Rarely,1292,Research & Development,8,1,Life Sciences,3,Female,85,4,1,Research Director,4,Married,9006,3927,1,No,11,3,3,1,7,4,1,7,7,0,6,No
49,Travel_Rarely,739,Research & Development,6,4,Other,3,Male,79,1,2,Manufacturing Director,3,Married,4159,7478,1,No,17,3,2,1,5,3,3,5,2,0,1,No
49,Travel_Frequently,1358,Sales,1,3,Technical Degree,2,Female,65,4,3,Sales Executive,3,Divorced,3155,18376,3,Yes,15,4,4,1,4,3,3,4,3,13,1,No
22,Travel_Rarely,215,Sales,9,2,Medical,4,Male,53,4,1,Manager,3,Single,10048,4344,0,Yes,13,4,3,1,7,3,2,7,4,3,1,No
53,Travel_Rarely,1100,Research & Development,1,2,Life Sciences,3,Female,59,3,2,Research Scientist,3,Divorced,3026,22112,3,No,11,3,2,1,12,2,4,12,10,3,0,No
59,Travel_Rarely,713,Research & Development,24,3,Human Resources,3,Female,98,1,1,Healthcare Representative,4,Married,6947,8213,2,No,20,3,1,0,3,2,1,3,1,0,1,No
59,Travel_Rarely,252,Sales,10,3,Life Sciences,3,Male,77,3,2,Manager,4,Single,9556,19046,3,No,14,3,3,0,7,4,3,7,7,0,2,No
56,Travel_Rarely,685,Sales,11,1,Life Sciences,3,Male,51,4,4,Sales Executive,4,Divorced,6119,7295,0,No,11,3,4,0,21,3,3,21,18,2,2,No
33,Travel_Rarely,1089,Sales,2,1,Medical,3,Male,62,2,2,Sales Executive,2,Married,10010,23503,1,Yes,16,3,3,1,12,2,2,12,11,0,1,Yes
50,Non-Travel,471,Research & Development,19,2,Human Resources,2,Female,98,3,1,Healthcare Representative,2,Single,5685,19770,0,Yes,20,3,4,0,3,4,2,3,0,1,9,Yes
38,Travel_Rarely,1474,Sales,6,2,Life Sciences,3,Female,79,3,1,Sales Representative,3,Married,2667,6369,4,Yes,13,3,4,1,7,2,3,7,6,0,1,No
26,Travel_Rarely,1076,Sales,17,1,Life Sciences,3,Female,52,2,2,Sales Representative,4,Divorced,7622,10057,2,No,12,3,3,3,1,2,3,1,0,0,7,No
23,Travel_Rarely,1292,Research & Development,2,3,Human Resources,4,Female,39,3,2,Laboratory Technician,3,Single,7094,4739,3,Yes,15,3,3,0,5,0,3,5,2,0,2,Yes
52,Travel_Rarely,173,Sales,12,2,Life Sciences,4,Male,65,2,2,Manager,4,Single,14563,10757,2,Yes,16,3,4,2,27,6,4,27,23,1,5,No
56,Travel_Rarely,961,Research & Development,7,1,Life Sciences,3,Female,46,3,1,Manufacturing Director,4,Single,3664,9931,5,No,16,3,4,2,5,3,3,5,2,2,0,No
39,Travel_Rarely,454,Sales,1,4,Medical,2,Female,82,3,3,Manager,3,Single,5744,17498,5,Yes,14,4,3,2,18,2,1,18,17,0,3,No
58,Travel_Frequently,1136,Sales,4,4,Technical Degree,3,Female,37,3,4,Manager,4,Divorced,4307,12275,5,No,19,3,3,2,3,4,3,3,1,0,12,No
22,Travel_Rarely,911,Sales,1,2,Medical,4,Male,73,4,4,Sales Executive,4,Married,6072,19086,4,No,11,4,2,1,40,4,3,40,38,2,4,No
59,Travel_Rarely,842,Research & Development,4,2,Other,1,Female,90,3,2,Research Scientist,4,Single,5951,9619,6,No,14,3,1,1,6,3,3,6,6,1,6,No
40,Travel_Rarely,739,Research & Development,4,3,Medical,3,Female,35,3,3,Manufacturing Director,3,Single,3883,11368,3,No,14,3,4,1,0,0,2,0,0,2,1,No
34,Travel_Rarely,254,Research & Development,5,3,Life Sciences,2,Male,100,4,2,Research Scientist,4,Married,7904,6413,5,No,11,3,3,0,6,2,3,6,2,3,6,No
29,Travel_Rarely,1287,Research & Development,8,5,Other,2,Female,66,2,3,Research Director,1,Divorced,5857,9047,3,No,16,3,1,0,2,2,3,2,1,0,1,No
40,Travel_Frequently,487,Research & Development,7,3,Life Sciences,1,Female,83,2,1,Research Scientist,3,Married,10536,7221,1,No,15,3,4,0,0,3,2,0,0,1,2,No
33,Non-Travel,792,Sales,1,3,Life Sciences,4,Male,52,1,3,Sales Representative,2,Divorced,4554,19985,0,No,14,3,4,0,12,3,3,12,9,2,0,No
20,Travel_Rarely,1269,Sales,12,4,Medical,4,Female,86,3,2,Sales Representative,1,Married,12084,23398,4,Yes,17,3,4,1,2,2,4,2,0,1,2,No
47,Travel_Rarely,240,Research & Development,26,3,Life Sciences,1,Female,80,4,4,Healthcare Representative,4,Single,7327,19091,1,Yes,14,4,3,3,11,3,1,11,9,0,2,No
39,Travel_Frequently,307,Sales,3,2,Life Sciences,3,Female,87,3,3,Manager,3,Divorced,10314,8065,3,No,20,3,3,2,2,3,3,2,1,0,3,No
26,Travel_Rarely,197,Sales,1,3,Life Sciences,1,Male,48,4,2,Sales Executive,2,Married,6846,10669,0,No,16,3,1,0,1,4,3,1,0,4,8,Yes
46,Travel_Rarely,827,Sales,6,2,Medical,4,Female,56,3,4,Sales Executive,3,Married,4158,21854,4,No,16,3,4,0,25,3,1,25,25,6,1,No
54,Travel_Rarely,1481,Sales,10,1,Technical Degree,3,Female,54,1,2,Sales Executive,4,Divorced,5709,8132,2,No,12,3,4,1,3,3,3,3,1,1,16,No
40,Travel_Frequently,419,Sales,10,4,Medical,2,Male,50,3,5,Sales Representative,4,Single,2339,4869,2,Yes,11,3,4,1,6,4,2,6,6,0,7,No
30,Travel_Rarely,613,Research & Development,8,2,Other,1,Male,54,1,3,Laboratory Technician,1,Single,6165,9571,2,No,18,3,4,2,6,2,2,6,3,1,2,No
49,Travel_Frequently,120,Research & Development,1,1,Life Sciences,4,Female,80,1,5,Manufacturing Director,4,Married,7016,8468,2,No,11,4,1,1,5,2,2,5,4,0,1,No
40,Travel_Frequently,508,Research & Development,16,4,Life Sciences,3,Female,100,3,1,Research Director,2,Single,6637,4377,5,Yes,13,3,3,1,17,4,3,17,17,0,0,No
34,Travel_Rarely,1070,Research & Development,4,3,Life Sciences,1,Female,64,3,2,Research Director,4,Single,10490,19140,6,No,18,3,3,0,7,3,3,7,5,1,1,No
57,Travel_Frequently,964,Research & Development,2,2,Life Sciences,3,Female,99,3,3,Research Scientist,4,Single,6052,15985,5,No,11,3,4,0,3,3,3,3,1,2,8,No
38,Travel_Frequently,202,Sales,1,2,Life Sciences,4,Male,79,1,4,Manager,4,Single,1009,22619,4,No,13,3,1,0,13,4,2,13,10,0,1,No
19,Travel_Rarely,694,Research & Development,4,2,Technical Degree,3,Female,44,3,1,Laboratory Technician,4,Married,17132,22513,1,Yes,11,3,3,1,1,3,3,1,0,5,0,No
54,Travel_Rarely,796,Research & Development,8,2,Technical Degree,3,Male,53,1,1,Research Director,2,Single,4428,10507,2,No,11,3,1,3,5,4,3,5,1,0,0,No
23,Travel_Rarely,119,Sales,9,4,Other,3,Male,78,3,1,Sales Executive,3,Married,9406,2845,3,No,11,3,3,0,21,4,3,21,19,1,1,No
35,Travel_Rarely,1280,Research & Development,29,2,Life Sciences,3,Female,97,3,4,Healthcare Representative,3,Married,1987,16585,2,No,13,3,4,0,6,1,2,6,2,3,0,No
47,Travel_Rarely,230,Research & Development,1,3,Technical Degree,3,Female,36,2,3,Laboratory Technician,3,Married,7235,18062,2,No,15,3,3,1,11,3,2,11,10,0,0,No
39,Travel_Rarely,1093,Research & Development,29,1,Life Sciences,4,Male,83,3,2,Manufacturing Director,3,Single,4116,5248,2,Yes,15,3,4,0,7,5,3,7,3,0,12,Yes
50,Travel_Rarely,1440,Research & Development,9,5,Life Sciences,2,Male,67,1,1,Research Director,3,Divorced,1009,19746,1,No,20,3,3,2,12,3,2,12,11,0,1,No
47,Travel_Frequently,467,Sales,5,3,Technical Degree,3,Female,74,3,2,Sales Representative,3,Single,5651,8812,4,No,13,3,1,0,20,3,1,20,18,6,0,No
34,Travel_Rarely,563,Human Resources,19,4,Medical,2,Male,38,1,1,Manager,2,Married,6349,22583,9,Yes,17,3,3,3,2,3,3,2,0,1,11,Yes
60,Travel_Rarely,1286,Research & Development,10,3,Life Sciences,2,Female,84,4,3,Healthcare Representative,3,Divorced,5843,12422,4,No,12,3,4,2,1,2,3,1,0,0,3,No
49,Travel_Rarely,1036,Sales,3,4,Medical,3,Female,81,1,2,Sales Representative,4,Married,7229,26322,1,No,21,3,2,2,4,2,3,4,1,3,0,No
59,Travel_Rarely,433,Research & Development,19,4,Life Sciences,4,Male,78,4,3,Research Scientist,3,Married,5691,20851,4,No,15,3,1,0,8,3,2,8,4,1,0,No
31,Travel_Rarely,786,Research & Development,9,3,Marketing,1,Male,84,3,4,Healthcare Representative,4,Married,6707,12619,2,Yes,14,3,3,0,1,3,3,1,1,0,0,No
27,Travel_Rarely,1012,Research & Development,10,1,Medical,4,Female,99,3,2,Manufacturing Director,1,Married,7010,26884,3,No,11,3,2,1,0,3,3,0,0,1,3,No
53,Travel_Rarely,121,Research & Development,20,1,Other,2,Male,32,3,2,Research Director,3,Divorced,6394,19473,2,No,18,3,3,1,2,5,3,2,0,1,0,Yes
51,Travel_Frequently,647,Research & Development,5,2,Life Sciences,3,Female,97,3,3,Laboratory Technician,3,Divorced,5987,12157,5,No,15,3,3,1,24,1,2,24,20,0,3,No
26,Travel_Frequently,673,Sales,9,1,Life Sciences,1,Female,67,2,2,Sales Executive,1,Married,3819,7421,7,No,15,4,4,1,8,3,3,8,7,1,4,No
59,Travel_Rarely,563,Sales,12,4,Medical,3,Female,99,1,4,Manager,2,Married,8283,21688,2,No,11,3,4,0,3,3,3,3,3,0,0,Yes
45,Travel_Frequently,1283,Research & Development,5,3,Medical,3,Male,78,3,1,Laboratory Technician,4,Divorced,5651,13736,1,Yes,11,3,1,3,1,5,3,1,0,2,2,No
28,Travel_Frequently,1489,Research & Development,1,3,Life Sciences,3,Female,37,2,3,Laboratory Technician,3,Divorced,5408,3758,2,No,11,3,4,0,3,3,3,3,3,0,13,No
31,Travel_Rarely,1010,Sales,13,2,Marketing,3,Female,74,3,1,Manager,3,Married,8036,18879,2,No,12,3,4,0,1,4,3,1,1,0,7,No
56,Non-Travel,706,Sales,1,2,Technical Degree,3,Female,58,4,1,Sales Executive,3,Married,7135,10897,0,No,13,3,4,0,0,4,2,0,0,5,5,No
36,Travel_Frequently,424,Research & Development,11,2,Human Resources,3,Female,78,3,2,Research Scientist,4,Single,4405,25144,9,Yes,11,4,3,1,16,3,1,16,14,1,2,No
32,Travel_Rarely,190,Human Resources,21,3,Technical Degree,3,Female,53,3,5,Human Resources,2,Divorced,10251,26551,0,No,14,3,2,0,40,1,3,40,38,0,2,No
45,Travel_Rarely,274,Research & Development,3,4,Technical Degree,4,Female,50,2,5,Research Director,4,Single,2932,17629,3,No,13,3,4,1,1,2,3,1,0,3,2,No
41,Travel_Rarely,141,Sales,1,2,Medical,3,Female,52,1,1,Manager,2,Married,3405,14738,2,No,12,3,4,0,0,2,3,0,0,4,5,No
25,Travel_Rarely,1035,Sales,2,3,Technical Degree,2,Female,57,3,1,Sales Representative,3,Single,8505,15721,1,Yes,11,3,3,0,2,0,2,2,0,0,3,No
60,Travel_Frequently,304,Sales,7,3,Life Sciences,2,Female,61,3,2,Manager,1,Single,11753,9923,3,Yes,15,3,1,1,4,2,4,4,4,2,5,No
26,Travel_Rarely,344,Research & Development,25,4,Life Sciences,4,Female,51,3,2,Manufacturing Director,4,Married,4767,25635,3,No,11,3,3,0,1,3,2,1,0,2,14,No
50,Travel_Frequently,189,Sales,6,2,Life Sciences,1,Female,91,2,3,Manager,4,Divorced,7738,7968,3,Yes,21,4,1,0,2,1,3,2,0,3,4,No
50,Travel_Frequently,775,Research & Development,1,3,Medical,4,Male,96,2,2,Research Scientist,3,Single,2922,3200,4,No,14,3,1,1,1,2,1,1,0,3,3,Yes
36,Travel_Rarely,633,Sales,8,1,Life Sciences,2,Female,35,4,3,Sales Executive,1,Married,3713,16210,1,Yes,18,3,2,1,10,3,3,10,6,2,2,No
20,Travel_Rarely,761,Research & Development,11,3,Other,3,Female,94,1,3,Laboratory Technician,3,Single,9896,15987,1,No,11,3,2,0,8,2,3,8,5,6,0,No
27,Travel_Rarely,814,Research & Development,4,3,Life Sciences,2,Female,51,3,2,Laboratory Technician,2,Single,7597,10513,4,No,14,4,3,2,7,1,4,7,4,4,1,No
57,Travel_Rarely,1276,Research & Development,11,4,Life Sciences,4,Male,80,1,3,Manufacturing Director,3,Married,9989,20466,6,No,11,3,2,2,3,6,3,3,0,0,2,No
59,Travel_Rarely,1225,Sales,3,2,Medical,4,Female,97,2,1,Manager,4,Married,9758,20656,5,No,16,3,1,1,16,0,2,16,13,5,0,No
18,Travel_Rarely,348,Sales,14,2,Life Sciences,4,Male,86,4,1,Manager,4,Single,1009,25655,0,No,14,3,1,1,24,2,3,24,24,0,2,No
46,Travel_Rarely,726,Sales,3,3,Life Sciences,2,Female,84,2,3,Sales Representative,2,Single,2912,10234,2,Yes,22,3,1,0,1,0,3,1,1,2,7,No
51,Travel_Frequently,832,Research & Development,2,3,Life Sciences,4,Female,71,3,1,Research Scientist,4,Single,7323,8113,2,Yes,13,3,3,2,1,4,4,1,1,4,15,No
30,Travel_Rarely,1086,Research & Development,19,3,Medical,3,Male,81,3,1,Research Director,4,Single,1408,24165,2,No,11,3,2,1,5,3,2,5,4,1,7,No
18,Travel_Rarely,597,Research & Development,7,4,Medical,3,Female,90,3,4,Research Director,3,Divorced,3337,23118,2,No,14,3,2,0,0,0,3,0,0,0,0,No
51,Travel_Rarely,1414,Research & Development,3,3,Technical Degree,2,Male,48,4,3,Research Scientist,3,Divorced,10780,26913,1,No,15,4,3,2,4,3,2,4,3,6,0,No
46,Travel_Frequently,516,Research & Development,24,3,Marketing,3,Male,30,3,2,Manufacturing Director,4,Married,4875,11535,2,No,12,3,2,1,6,1,3,6,4,0,1,No
30,Travel_Rarely,1071,Sales,10,3,Medical,4,Female,70,1,3,Sales Representative,3,Married,8630,24849,2,No,11,3,2,1,5,3,2,5,1,0,1,No
46,Travel_Rarely,716,Research & Development,2,4,Life Sciences,2,Female,92,2,2,Research Scientist,3,Divorced,6415,24866,3,No,11,3,4,0,2,3,3,2,0,1,4,No
56,Non-Travel,180,Research & Development,8,3,Life Sciences,2,Female,77,3,5,Healthcare Representative,4,Single,4460,18921,2,Yes,16,3,3,0,5,1,3,5,4,0,0,No
41,Travel_Rarely,629,Research & Development,18,1,Marketing,1,Female,61,3,1,Manufacturing Director,2,Divorced,1507,10900,1,No,17,3,4,3,22,3,1,22,22,4,2,No
43,Travel_Rarely,1466,Research & Development,10,3,Life Sciences,2,Male,79,4,3,Research Scientist,4,Divorced,7199,17316,1,No,24,3,3,1,1,3,3,1,0,0,1,No
34,Travel_Rarely,1184,Sales,2,5,Life Sciences,3,Male,43,1,3,Sales Executive,3,Single,10863,8026,1,No,14,3,4,0,7,5,3,7,4,9,3,No
24,Travel_Frequently,807,Sales,9,2,Technical Degree,4,Female,46,3,2,Sales Executive,3,Single,4545,19302,2,No,15,4,2,1,0,6,2,0,0,5,6,Yes
30,Travel_Rarely,738,Research & Development,8,3,Medical,2,Male,59,1,3,Research Director,1,Divorced,6705,13818,6,No,14,4,3,1,0,3,1,0,0,2,10,Yes
22,Travel_Rarely,1000,Sales,15,4,Life Sciences,3,Male,80,1,4,Sales Representative,2,Married,1940,11221,1,No,25,3,3,0,5,4,3,5,1,2,13,No
43,Travel_Rarely,1012,Research & Development,1,3,Life Sciences,3,Female,91,3,3,Research Director,3,Single,4483,12030,3,No,17,3,4,1,0,3,3,0,0,1,1,No
20,Non-Travel,645,Sales,10,3,Human Resources,2,Male,53,4,2,Sales Executive,3,Single,7522,14763,3,Yes,15,3,3,1,0,4,3,0,0,1,7,Yes
24,Travel_Rarely,1117,Research & Development,1,1,Technical Degree,3,Male,92,3,2,Research Scientist,4,Married,8731,12972,1,Yes,23,3,4,0,1,3,3,1,0,0,3,No
56,Travel_Rarely,791,Sales,10,3,Marketing,1,Female,43,3,4,Manager,2,Married,8167,10807,2,No,14,3,3,0,5,3,4,5,5,4,4,No
18,Non-Travel,320,Research & Development,29,2,Medical,3,Male,63,3,2,Research Director,1,Married,1009,7031,1,No,25,3,4,0,8,4,1,8,4,1,7,Yes
34,Travel_Rarely,1225,Research & Development,1,5,Medical,1,Female,88,3,3,Healthcare Representative,3,Divorced,5129,3970,3,No,21,3,4,1,1,5,3,1,0,3,0,Yes
60,Non-Travel,1096,Sales,3,3,Other,4,Male,94,4,2,Manager,3,Single,3598,6126,2,Yes,14,3,4,1,7,0,3,7,3,1,11,No
42,Non-Travel,204,Research & Development,7,4,Other,2,Female,62,2,1,Laboratory Technician,1,Married,5572,4299,2,Yes,17,3,4,0,1,1,4,1,0,0,3,Yes
20,Travel_Frequently,985,Research & Development,11,3,Life Sciences,4,Male,87,3,1,Manufacturing Director,1,Married,6166,26495,1,No,15,3,2,1,6,5,3,6,5,0,1,No
32,Travel_Rarely,731,Research & Development,3,1,Technical Degree,4,Male,47,3,5,Research Scientist,4,Married,9699,2640,2,No,18,3,2,1,3,3,3,3,3,0,1,No
46,Travel_Rarely,856,Human Resources,9,2,Life Sciences,2,Female,41,3,2,Manager,1,Single,7385,12839,2,No,12,3,2,1,7,6,2,7,7,4,5,No
60,Travel_Frequently,1244,Research & Development,20,2,Life Sciences,3,Female,95,2,1,Manufacturing Director,4,Divorced,10753,26836,2,No,23,3,1,0,37,4,4,37,33,2,4,No
49,Non-Travel,108,Sales,11,3,Medical,2,Female,31,2,4,Manager,3,Divorced,4401,4163,2,Yes,12,3,1,1,19,4,3,19,18,3,5,No
43,Travel_Rarely,489,Sales,11,3,Life Sciences,4,Female,99,4,2,Manager,3,Married,2248,24688,3,No,16,4,3,1,0,3,3,0,0,3,1,No
33,Travel_Frequently,929,Sales,4,3,Human Resources,3,Male,57,3,3,Manager,1,Married,10865,25331,3,No,16,3,4,1,15,2,2,15,11,0,0,No
42,Travel_Rarely,1406,Research & Development,21,3,Life Sciences,4,Male,71,1,1,Manufacturing Director,4,Single,7800,18160,0,Yes,13,4,1,1,0,3,4,0,0,0,5,Yes
45,Travel_Rarely,143,Sales,2,5,Medical,1,Male,32,4,4,Sales Representative,1,Married,4270,18065,1,No,11,3,3,0,21,4,3,21,18,0,1,Yes
26,Travel_Rarely,197,Research & Development,2,2,Technical Degree,1,Female,77,3,2,Research Director,3,Married,7813,25208,2,Yes,15,4,2,3,2,3,2,2,0,0,1,No
18,Travel_Frequently,347,Research & Development,4,3,Technical Degree,2,Male,42,3,3,Healthcare Representative,2,Married,9005,21413,1,Yes,15,3,4,2,3,3,2,3,0,0,0,Yes
46,Travel_Rarely,1349,Research & Development,9,2,Life Sciences,1,Male,86,3,1,Manufacturing Director,4,Divorced,6857,2110,2,Yes,13,3,1,1,0,4,3,0,0,0,0,Yes
39,Travel_Rarely,215,Research & Development,17,3,Life Sciences,3,Female,32,3,2,Manufacturing Director,4,Married,4312,4903,4,Yes,13,3,3,2,0,3,2,0,0,4,2,No
33,Non-Travel,645,Sales,1,2,Medical,1,Female,92,3,2,Sales Representative,2,Married,5176,14636,1,No,15,3,4,1,9,5,3,9,5,1,1,Yes
58,Travel_Rarely,431,Sales,15,3,Life Sciences,4,Male,67,4,4,Manager,2,Married,7371,10613,4,No,19,3,2,0,20,2,4,20,19,0,8,No
58,Travel_Rarely,1278,Research & Development,15,2,Other,4,Female,88,3,1,Manufacturing Director,4,Single,7096,21929,4,No,19,3,4,1,6,1,3,6,3,1,4,No
24,Travel_Rarely,1342,Research & Development,7,1,Technical Degree,2,Male,57,4,3,Research Director,4,Married,10136,12283,7,No,16,4,4,3,8,3,4,8,6,0,5,No
31,Travel_Rarely,373,Research & Development,12,4,Life Sciences,3,Male,55,3,1,Research Scientist,3,Married,5672,7686,3,Yes,13,3,1,0,10,2,3,10,10,1,2,No
46,Travel_Rarely,1475,Research & Development,1,2,Life Sciences,3,Female,94,3,1,Research Scientist,4,Married,3608,4448,4,Yes,13,3,4,1,2,6,3,2,1,0,3,No
36,Non-Travel,362,Sales,1,3,Life Sciences,4,Male,90,1,2,Sales Representative,3,Divorced,14231,14557,1,No,14,3,4,1,0,0,3,0,0,5,2,No
36,Travel_Rarely,818,Research & Development,17,3,Technical Degree,3,Female,86,3,3,Laboratory Technician,1,Married,7023,16742,3,No,13,3,1,2,0,5,3,0,0,0,0,No
19,Travel_Frequently,365,Research & Development,6,3,Life Sciences,1,Female,30,3,3,Research Scientist,1,Divorced,9002,17335,3,No,11,3,2,0,3,5,3,3,1,3,0,No
58,Travel_Rarely,902,Research & Development,2,4,Medical,2,Male,61,2,5,Manufacturing Director,3,Married,8065,10829,2,No,11,3,3,0,1,0,3,1,0,2,4,No
32,Travel_Rarely,419,Sales,10,3,Medical,3,Male,61,3,4,Sales Representative,3,Married,7059,21928,3,No,17,3,4,0,0,4,4,0,0,1,0,No
20,Travel_Rarely,1241,Research & Development,20,2,Medical,4,Male,56,2,1,Manufacturing Director,1,Divorced,5816,22183,2,No,12,4,2,1,1,3,3,1,1,5,0,Yes
28,Travel_Rarely,1337,Research & Development,9,1,Life Sciences,4,Female,42,4,3,Manufacturing Director,2,Single,1009,17265,0,No,15,3,4,2,0,4,3,0,0,0,2,No
47,Travel_Rarely,261,Sales,3,4,Life Sciences,2,Male,46,4,2,Sales Representative,3,Single,3310,9801,0,Yes,15,3,2,1,17,1,3,17,16,0,5,No
57,Travel_Rarely,578,Research & Development,5,3,Human Resources,4,Female,57,3,4,Manufacturing Director,1,Married,7487,9137,5,No,16,3,4,2,1,5,3,1,0,0,5,No
35,Travel_Rarely,742,Sales,12,4,Technical Degree,4,Female,81,1,1,Sales Executive,1,Single,1009,4842,4,Yes,12,3,3,1,5,3,3,5,1,3,8,No
19,Travel_Rarely,960,Human Resources,1,3,Marketing,1,Male,65,3,3,Manager,4,Single,6714,11642,3,No,11,3,3,1,6,4,3,6,3,0,0,No
49,Travel_Rarely,249,Research & Development,2,3,Life Sciences,4,Female,76,3,1,Research Director,2,Married,8483,23737,3,Yes,12,3,3,0,5,3,2,5,4,0,16,Yes
25,Travel_Rarely,1203,Sales,5,4,Life Sciences,3,Male,95,4,2,Sales Executive,2,Married,8999,20284,0,No,11,3,4,0,0,3,3,0,0,1,5,No
39,Non-Travel,1076,Research & Development,8,3,Medical,3,Male,61,1,1,Research Scientist,4,Married,8294,11652,1,Yes,11,3,3,0,2,2,4,2,0,2,0,No
23,Travel_Rarely,1387,Research & Development,3,3,Life Sciences,3,Male,61,3,1,Manufacturing Director,4,Divorced,9375,8506,4,No,12,3,4,0,0,2,2,0,0,0,7,No
29,Travel_Rarely,153,Research & Development,3,3,Technical Degree,4,Male,99,2,2,Research Director,3,Married,11316,10471,6,No,12,4,1,0,3,3,4,3,2,1,2,No
57,Non-Travel,359,Research & Development,1,3,Medical,2,Male,84,4,3,Research Scientist,2,Divorced,9788,22683,5,No,14,3,4,0,1,4,2,1,0,0,0,Yes
53,Travel_Frequently,1121,Research & Development,1,3,Life Sciences,4,Male,69,4,3,Research Director,4,Single,7090,26704,0,No,17,3,4,1,5,1,3,5,5,0,0,No
32,Travel_Rarely,349,Research & Development,2,2,Technical Degree,2,Male,57,4,1,Manufacturing Director,3,Married,6096,10197,2,No,22,3,3,1,8,6,3,8,4,2,2,No
45,Travel_Rarely,389,Research & Development,6,3,Human Resources,3,Female,60,3,1,Research Director,3,Divorced,6843,6009,1,No,15,3,4,0,5,4,2,5,5,1,3,Yes
35,Travel_Rarely,1379,Sales,7,2,Life Sciences,4,Male,60,3,2,Sales Representative,3,Married,5673,7435,0,No,15,3,3,1,3,3,2,3,1,3,11,No
19,Travel_Rarely,1048,Research & Development,6,1,Medical,4,Female,55,4,4,Healthcare Representative,4,Married,9852,10034,2,No,22,3,4,1,3,2,3,3,0,2,0,No
30,Travel_Frequently,315,Sales,4,3,Life Sciences,2,Female,33,3,1,Sales Executive,3,Married,8216,7959,2,No,11,3,1,1,12,5,1,12,8,0,2,No
32,Travel_Frequently,1217,Human Resources,2,1,Life Sciences,3,Female,87,2,2,Manager,4,Single,5356,19275,6,No,11,4,1,1,1,1,2,1,0,1,1,Yes
37,Travel_Rarely,645,Human Resources,4,4,Life Sciences,1,Male,52,4,1,Manager,3,Married,10472,25744,5,No,17,3,4,1,9,2,2,9,8,10,3,Yes
46,Non-Travel,333,Sales,1,4,Medical,2,Female,98,3,2,Sales Executive,4,Married,5624,25252,8,No,20,3,4,2,9,1,1,9,5,0,9,No
59,Travel_Rarely,744,Research & Development,1,5,Human Resources,3,Female,89,3,1,Research Scientist,3,Divorced,3662,22134,2,No,20,3,3,0,3,5,2,3,3,1,3,Yes
46,Travel_Rarely,114,Human Resources,3,3,Medical,3,Male,72,2,1,Manager,2,Single,6467,24830,3,No,11,3,4,0,2,3,3,2,0,2,2,Yes
20,Travel_Frequently,939,Sales,29,3,Life Sciences,3,Male,55,2,1,Sales Executive,3,Divorced,4027,11945,5,No,11,3,3,0,4,2,3,4,3,0,5,No
36,Travel_Rarely,634,Research & Development,3,3,Medical,3,Female,96,3,1,Research Director,1,Divorced,9308,2131,2,Yes,14,3,4,1,0,2,2,0,0,2,0,Yes
20,Travel_Frequently,940,Research & Development,24,3,Life Sciences,3,Male,97,3,2,Research Scientist,2,Single,3963,4072,0,No,17,3,3,1,0,3,2,0,0,2,9,No
31,Non-Travel,720,Sales,4,2,Technical Degree,1,Male,84,3,3,Sales Representative,4,Married,6153,16523,6,No,13,3,2,1,0,1,3,0,0,1,3,No
57,Travel_Rarely,507,Research & Development,5,3,Medical,3,Male,76,3,1,Manufacturing Director,3,Divorced,9319,17686,0,No,11,4,3,0,1,4,1,1,0,0,4,No
21,Travel_Rarely,389,Sales,14,3,Life Sciences,4,Male,88,3,1,Sales Executive,1,Divorced,4363,13015,4,No,11,3,4,1,4,3,3,4,3,5,6,No
28,Travel_Rarely,527,Human Resources,1,2,Life Sciences,4,Female,45,4,1,Human Resources,3,Married,7733,8335,4,Yes,19,3,2,1,13,3,2,13,11,0,4,No
48,Travel_Rarely,537,Human Resources,1,2,Marketing,3,Male,87,3,4,Human Resources,1,Married,3579,5548,2,No,19,3,4,0,1,2,2,1,0,1,4,Yes
60,Travel_Rarely,1091,Human Resources,29,4,Life Sciences,1,Male,30,4,3,Human Resources,4,Married,7233,6768,0,No,17,3,4,1,19,3,2,19,15,3,5,No
49,Travel_Rarely,182,Research & Development,6,2,Marketing,3,Male,74,2,3,Research Scientist,1,Married,8201,5454,1,No,14,3,3,2,21,2,2,21,17,0,0,No
